title,abstract
"PEMBUATAN APLIKASI MODERATOR WEREWOLF BERBASIS
ANDROID","Werewolf, Permainan, Android, Moderator"
GAME ROO ROO KANGAROO BERBASIS ANDROID,"game, android, roo roo kangaroo, android sdk,ndk,java jdk, smartphone,"
"PERANCANGAN GAME EDUKASI MITIGASI BENCANA “KAMI
SIAGA” MENGGUNAKAN UNITY BERBASIS ANDROID","Mitigasi bencana, Anak, Game, Unity, pengembangan, analisis, Disaster mitigation, Children, Game, Unity, development, analysis."
"ANALISIS DAN PEMBUATAN GAME HISTORIA BERBASIS ANDROID
MENGGUNAKAN GAME MAKER STUDIO","Game, Adventure, Hutan, GameMakerStudio"
"PERANCANGAN GAME EDUKASI PENGENALAN CERITA RAKYAT
JAWA TENGAH MENGGUNAKAN CONSTRUCT 2 BERBASIS
ANDROID","game edukasi, android, cerita rakyat, Jawa Tengah"
"MEMBANGUN GAME EDUKATIF ""MATHTOUCH - LEARN MATH IN
GAME"" UNTUK MEMBANTU MENINGKATKAN KEMAMPUAN
SISWA PADA OPERASI ARITMATIKA","Aritmatika, Game, Construct 2, metode pengembangan game, hybrid, development method"
"PERANCANGAN GAME FIRST PERSON SHOOTER “ALIEN STRIKE”
MENGGUNAKAN VIRTUAL REALITY BERBASIS ANDROID","Games, Game, FPS, Virtual Reality, Android,"
"PERANCANGAN dan PEMBUATAN GAME ANDROID 2D 
“DUNGEON PUZZLE”","Contruct, Gane 2d, Game Desaign Docume"
"PERANCANGAN DAN PEMBUATAN GAME
“MOUNTAIN CLEANING ADVENTURE”
BERBASIS ANDROID","game, adventure, horror, android"
"PEMBUATAN GAME “HEXAGON” MENGGUNAKAN UNITY GAME
ENGINE BERBASIS ANDROID","Unity, Game, Hexagon, Endless Game"
"PERANCANGAN GAME “FINDING DIANA” BERBASIS ANDROID
MENGGUNAKAN SCIRRA CONSTRUCT 2","Game Platformer, Finding Diana, Piano, GDLC, Scirra Construct 2,
Android."
"ANALISIS DAN PERANCANGAN APLIKASI MEDIA PEMBELAJARAN INTERAKTIF PENGENALAN
LINGKUNGAN SOSIAL KELUARGA, TEMPAT  IBADAH, DAN BUDAYA DI TK BUDI  MULIA 1 YOGYAKARTA Tahun Akademik 2019/2020)","Media Pembelajaran, Android, Waterfall."
PERANCANGAN GAME EDUKASI “FOODIE” BERBASIS ANDROID,"Game Edukasi, Game, Construct 2."
"ANALISIS DAN PERANCANGAN APLIKASI GAME EDUKASI
MENGENAL BAGIAN TUBUH MANUSIA BERBASIS ANDROID","Anatomi Tubuh Manusia, Game Edukasi, Android"
"PEMBUATAN GAME “KANG PAYUNG”  
BERBASIS ANDROID","Game, Construct 2, HTML 5, Android"
"PERANCANGAN GAME “SEMAR ADVENTURE” MENGGUNAKAN
CONSTRUCT 2 UNTUK PERANGKAT ANDROID","Platformer, Anak, Game, Construct 2, pengembangan game, analisis"
"PEMBUATAN GAME EDUKASI “JOGJA JIGSAW”
MENGGUNAKAN CONSTRUCT 2
BERBASIS ANDROID","Game Edukasi, Construct 2, Android, Puzzle"
"PERANCANGAN DAN PEMBUATAN GAME ARCADE “KANTINKU”
BERBASIS ANDROID MENGGUNAKAN CONSTRUCT 2","Game, GDLC, Multimedia, Usability, Playability, Beta test"
"PEMBUATAN GAME ANDROID “WILD RACE”
MENGGUNAKAN UNITY","Permainan, balapan, game, unity3D, racing, android."
"PERANCANGAN DAN PEMBUATAN GAME SPACE INTRUDERS
BERBASIS ANDROID MENGGUNAKAN UNITY","Game, Android, Unity, Game Design Document, Arcade, Shooter"
PERANCANGAN APLIKASI GAME “GO MOUNTAINEERING” BERBASIS ANDROID  DENGAN MENGGUNAKAN CONSTRUCT 2,"Game, Go Mountaineering, Perancangan Game, Berbasis Android,
Construct 2, designing games, based on Android"
"PEMBUATAN GAME 3D “MAZE RA”  
BERBASIS ANDROID","Game 3D, Android, Unity"
"MEMBANGUN GAME “ROTARYBALL” MENGGUNAKAN SCIRRA
CONSTRUCT 2","Game, Android, Pinball , RotaryBall"
"PERANCANGAN GAME “THE WEAPON MUSEUM” SEBAGAI
PENGENAL SEJARAH BAGI MASYARAKAT 
BERBASIS ANDROID","Sejarah, Museum Senjata, Android, Unreal Engine 4, First Person 
Perspective, History, Weapon Museum"
"GAME PEMBELAJARAN PELAFALAN HURUF HIJAIYAH 
BAGI ANAK USIA DINI BERBASIS ANDROID","Android, Game Edukasi, Anak Usia Dini, Education Game, Early Childhood"
"ANALISIS USER EXPERIENCE BERDASARKAN PENDEKATAN
USABILITY PADA GAME MOBILE LEGENDS: BANG BANG","Mobile Legends: Bang Bang, User Experience, Cognitive
Walktrough"
PEMBUATAN GAME EDUKASI  PENGEPUL SAMPAH BERBASIS ANDROID,"Permasalahan sampah, Edukasi, Game, GDLC"
"PERANCANGAN GAME EDUKASI PENGENALAN TOKOH
PAHLAWAN UNTUK ANAK SEKOLAH DASAR","Unity Engine, Edukasi, Game. Pahlawan"
"IMPLEMENTASI ALGORITMA FISHER-YATES SHUFFLE PADA
GAME EDUKASI SEJARAH INDONESIA","Android, Game Edukasi, Sejarah Indonesia, Fisher-Yates Shuffle"
"ANALISIS DAN PERANCANGAN GAME EDUKATIF BERBASIS ANDROID
""TEBAK GAMBAR HARDWARE SOFTWARE""
DENGAN GAME ENGINE CONSTRUCT 2","Game Mobile, Construct, Trivia Game, Android"
PERANCANGAN GAME LIMITLESS MENGGUNAKAN METODE GAME DEVELOPMENT LIFE CYCLE,"Game, Limitless, Kpop, Game Development Life Cycle, Construct 2"
"IMPLEMENTASI ALGORITMA A* PADA  
GAME CAPSULE MAZE","Game, Capsule Maze,Algoritma A*"
"PENERAPAN METODE ELECTRE 
 UNTUK SISTEM REKOMENDASI PEMILIHAN HERO PADA
GAME MOBILE LEGENDS","sistem rekomendasi, mobile legends, metode electre, electre, moba"
"PERANCANGAN DAN PEMBUATAN GAME “MAGIC ART
BATTLEMAGE” MENGGUNAKAN CONSTRUCT 2","Game, Fighting Game, Kecerdasan Buatan, Construct 2
Magic Art Battlemage"
"IMPLEMENTASI ALGORITMA A* UNTUK ENEMY  
PADA GAME 2D”PETUALANGAN KELINCI”","Kecerdasan Buatan, Algoritma A*, Mobile, Game, Petualangan
Kelinci"
"SISTEM REKOMENDASI GAME ONLINE DENGAN METODE ITEMBASED
COLLABORATIVE
FILTERING","Item-based collaborative filtering, sistem rekomendasi game online"
PENERAPAN METODE FSM (FINITE STATE MACHINE) PADA GAME SOSIALISASI COVID19,"Permainan, Finite State Machine, Artificial Intelligence, game, construct 2, 
sosialisasi covid-19"
"SISTEM REKOMENDASI GAME MENGGUNAKAN METODE 
COLLABORATIVE FILTERING","item-based collaborative filtreing, cosine similarity, pearson 
correlation, KNN With Means, RMSE, MAE."
"PENERAPAN METODE FINITE STATE MACHINE DAN ALGORITMA
A* PADA GAME THE KEEPER OF ANCIENT STONE","Artificial Intelligence, Algoritma A*, Finite State Machine, Tower
Defense"
"PENERAPAN ALGORITMA BACKTRACKING
PADA GAME SUDOKU","Game Sudoku, Python, Algoritma Backtracking"
"IMPLEMENTASI ALGORITMA A STAR (A*) PADA GAME RPG
BERBASIS ANDROID","game rpg, permainan, game, Unity, algoritma, A*, A Star"
"SISTEM PENDUKUNG KEPUTUSAN PENILAIAN KINERJA
KARYAWAN UNTUK MENENTUKAN KARYAWAN TERBAIK 
MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS
(AHP) PADA PT. KARICE DESIGN STUDIO","Sistem pendukung keputusan, Metode AHP, Penilaian Kinerja"
"PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN SELEKSI
BEASISWA MENGGUNAKAN METODE NAÏVE BAYES                
(STUDI KASUS : SMK Muhammadiyah 1 Salam)","Sistem pendukung keputusan, Naïve Bayes, Seleksi Beasiswa"
"SISTEM PENDUKUNG KEPUTUSAN SELEKSI PENERIMAAN
BEASISWA DENGAN METODE FUZZY MADM TOPSIS
PADA SMK NEGERI 1 DEPOK","Seleksi, Beasiswa, Sistem Pendukung Keputusan, Metode Madm
Topsis, SMK Negeri 1 Depok"
"PENERAPAN METODE FUZZY MADM TOPSIS PADA APLIKASI
PEMILIHAN PENGURUS OSIS DI SMK INFORMATIKA KOTA
SERANG","pemilihan pengurus osis, Sistem Pendukung Keputusan, Metode
Fuzzy MADM Topsis"
"IMPLEMENTASI METODE NAÏVE BAYES UNTUK MEMPREDIKSI
PENERIMAAN SISWA BARU (STUDI KASUS : SMK 
Muhammadiyah 3 Yogyakarta)","Naïve Bayes, Prediksi, SMK Muhammadiyah 3 Yogyakarta"
"SISTEM PENDUKUNG KEPUTUSAN PENENTUAN CALON
PENERIMA BEASISWA PRESTASI DI UNIVERSITAS 
AMIKOM YOGYAKARTA MENGGUNAKAN 
METODE LOGIKA FUZZY","Sistem Pendukung Keputusan, Prestasi, Fuzzy Tsukamoto"
"IMPLEMENTASI ALGORITMA RABIN KARP PADA SISTEM
TES TULIS ESSAY CALON
PENGURUS FOSSIL",
"SISTEM PENDUKUNG KEPUTUSAN UNTUK PENERIMAAN PEKERJA
MENGGUNAKAN METODE AHP.
(Studi kasus: RSUD Kab. Batang)","SPK, AHP, model bisnis, terkomputerisasi"
"SISTEM PENDUKUNG KEPUTUSAN REKOMENDASI PENERIMA
BANTUAN BERAS MISKIN DI DESA TLOGOWATU KLATEN
DENGAN METODE SIMPLE ADDITIVE WEIGHTING","Sistem Pendukung Keputusan, Simple Additive Weighting, Raskin,Kelurahan Tlogowatu Kabupaten Klaten"
"IMPLEMENTASI ALGORITMA C4.5 UNTUK MENGKLASIFIKASI
KELUARGA MISKIN DI KELURAHAN TAMANWINANGUN,
KEBUMEN","Kelurahan, Data, Miskin, Algoritma"
"PENERAPAN ALGORITMA NAIVE BAYES
DALAM MENENTUKAN KELAYAKAN PENERIMA BANTUAN
RENOVASI RUMAH WARGA MISKIN
(Studi Kasus: Desa Berbak Blora)","Sistem Pendukung Keputusan, Renovasi Rumah, Naïve Bayes"
"IMPLEMENTASI METODE GAP PADA SISTEM PENDUKUNG
KEPUTUSAN EVALUASI KINERJA PENGURUS AMIKOM
COMPUTER CLUB UNTUK MENENTUKAN
CALON KETUA","Sistem pendukung keputusan, GAP, calon ketua, pemilihan, amcc"
"SISTEM PENDUKUNG KEPUTUSAN PENERIMAAN KARYAWAN DI 
CV DUTA KARYA MANDIRI MENGGUNAKAN METODE SIMPLE 
ADDITIVE WEIGHTING (SAW)","Sistem Pendukung Keputusan, Perekrutan calon karyawan,
Penilaian calon karyawan, CV Duta Karya Mandiri, SAW"
"IMPLEMENTASI FUZZY MAMDANI UNTUK MENENTUKAN
HARGA BARANG ELEKTRONIK YANG AKAN DI GADAI PADA
PEGADAIAN","Pegadaian, Sistem Pendukung Keputusan, Fuzzy mamdani, Pawnshop, Decision Support System"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KOS MENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING  DISEKITAR UNIVERSITAS AMIKOM YOGYAKARTA,"Kos, Sistem Pendukung Keputusan, Simple Additive Weighting"
"PENERAPAN SISTEM PENDUKUNG KEPUTUSAN DALAM PENCARIAN WISATA DI AREA YOGYAKARTA 
DENGAN MENGGUNAKAN METODE TOPSIS","Wisata, Sistem, Yogyakarta, TOPSIS, Metode"
"SISTEM PENDUKUNG KEPUTUSAN SEBAGAI ALTERNATIF
PEMILIHAN JURUSAN PESERTA DIDIK MENGGUNAKAN 
METODE SAW DI MA AL MA’HAD AN NUR NGRUKEM","Sistem Pendukung Keputusan, Jurusan, Simple Aditive Weighting, Decission Support System, majors"
"PENERAPAN SISTEM PENDUKUNG KEPUTUSAN DALAM
PEMILIHAN LOKASI CALON KONTRAKTOR MENGGUNAKAN
METODE TOPSIS","Sistem Pendukung Keputusan, Technique for Order
Preference by a Similarity to Ideal Procces,  TOPSIS, Kontraktor"
"RANCANG BANGUN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN
PEMASOK BARANG DI TOKO DIVA MENGGUNAKAN METODE
SIMPLE ADDITIVE WEIGHTING (SAW)","Metode SAW (Simple Additive Weighting), Pemasok Barang, Sistem
Pendukung Keputusan"
"PREDIKSI KELULUSAN SISWA BERDASARKAN GENDER
MENGGUNAKAN ALGORITMA DECISION TREE C 4.5","Akademik siswa, klasifikasi, Decision Tree, Algoritma C4.5"
"SISTEM PENGAMBILAN KEPUTUSAN PEMILIHAN CABANG USAHA
MENGGUNAKAN PROFILE MATCHING (GAP)
(Studi Kasus: Java Pet Shop)","Sistem Pendukung Keputusan, Profile Matching, GAP, Aspek"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN JURUSAN SMK MUHAMMADIYAH 3 YOGYAKARTA MENGGUNAKAN METODE AHP,"SMK , Sistem Pendukung Keputusan, Jurusan, AHP"
"SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN BONUS KEPADA
GURU HONORER DENGAN ALGORITMA TOPSIS 
Studi Kasus : SMPN 1 Pajangan","Kinerja, Decision Support System, Technique For Others Preference
By Similarity To Ideal Solution"
"IMPLEMENTASI METODE AHP UNTUK SISTEM PENDUKUNG
KEPUTUSAN PEMILIHAN KARTU PROVIDER SEBAGAI LAYANAN
DATA DI DAERAH KECAMATAN CONDONGCATUR","Sistem Pendukung Keputusan, Kartu Perdana, Analytical Hierarchy
Process."
"PENERAPAN METODE TOPSIS UNTUK MENENTUKAN
REKOMENDASI JENIS MASKER","Sistem Pendukung Keputusan, Masker, COVID-19, TOPSIS"
"IMPLEMENTASI METODE SIMPLE ADDITIVE WEIGHTING DALAM
PENERIMAAN CALON SISWA BARU  
DI SEKOLAH SMP NEGERI 16 KABUPATEN SORONG","Inovasi, Simple Additive Weighting (SAW), Penerimaan siswa, inovasion"
"PENERAPAN SISTEM PENDUKUNG KEPUTUSAN DALAM
PEMILIHAN MOTOR MENGGUNAKAN METODE TOPSIS","sistem pendukung keputusan, sepeda motor, Topsis, Technique for
Order Preference by Similarity to Ideal Solution"
"PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN PENILAIAN
SISWA BERPRESTASI SD N 3 PINGIT DENGAN MENGGUNAKAN
METODE SIMPLE ADDITIVE WEIGHTING","Siswa Berprestasi, Simple Additive Weighting, Sistem Pendukung
Keputusan"
IMPLEMENTASI ALGORITMA C4.5 UNTUK MENGKLASIFIKASI PENJURUSAN SISWA DI SMA NEGERI 1 BENGKULU SELATAN,"Algoritme C4.5, Klasifikasi, Penjurusan, Pengujian, Parameter, Variabel, Pohon Keputusan"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN AKUN ENDORSEMENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING     
(SAW) PADA INSTAGRAM BERBASIS WEB SCRAPING","Sistem Pendukung Keputusan, Instagram, Endorsment, Web
Scraping, SAW"
"SISTEM PENUNJANG KEPUTUSAN PENJURIAN LOMBA MARCHING
BAND MENGGUNAKAN METODE SIMPLE ADDITIVE WEIGHTING   
(Studi Kasus : Asian Marching Band Confederation)","Sistem Penunjang Keputusan, Simple Additive Weighting, Sistem
Penjurian Online"
"SISTEM PENDETEKSI MINAT MENGGUNAKAN MODEL RIASEC
UNTUK SISWA SMAN 2 PONOROGO BERBASIS WEBSITE","Website, RIASEC, Sistem Pakar, Minat, Jurusan Kuliah,
pekerjaan"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN AGEN
PROPERTI TERBAIK PADA RUMAH2IN1.COM
MENGGUNAKAN METODE SAW","e-commerce properti, sistem pendukung keputusan,simple additive
weighting, rumah2in1.com"
"PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN
SEKOLAH MENENGAH LANJUTAN UNTUK CALON SISWA 
DENGAN METODE TOPSIS BERBASIS WEBSITE","website, TOPSIS, Sistem Pendukung Keputusan, Sekolah Menengah
Lanjutan, Sekolah Menengah Atas, Sekolah Menengah Kejuruan"
"PENERAPAN METODE WEIGHTED PRODUCT PADA SISTEM
PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN CALON 
PENGURUS KARANG TARUNA MANDIRI DESA GADINGSARI","Sistem Pendukung Keputusan, Karang Taruna, Weighted Product
(WP), Website."
"SISTEM PENDUKUNG KEPUTUSAN SELEKSI PENERIMAAN
BEASISWA KEPADA SISWA BARU MENGGUNAKAN 
METODE TOPSIS (STUDI  KASUS : SMK 
Muhammadiyah 1 Sleman)","Beasiswa, sistem pendukung keputusan, Metode TOPSIS"
"IMPLEMENTASI METODE ELIMINATION AND CHOICE TRANSLATION
REALITY (ELECTRE) UNTUK MENENTUKAN ASISTEN PRAKTIKUM
TERFAVORIT PADA FORUM ASISTEN UNIVERSITAS AMIKOM
YOGYAKARTA","Pemrograman, PHP, Sistem Pendukung Keputusan, ELECTRE,
Kecerdasan Buatan, Terfavorit, Asisten Praktikum"
"PENERAPAN ALGORITMA WEIGHTED PRODUCT PADA SISTEM
PENDUKUNG KEPUTUSAN UNTUK PEMILIHAN
KAMERA DSLR BERBASIS WEB","Weighted Product, Tipe Sensor, Titik AF, ISO, Resolusi Foto."
"PENERAPAN METODE WEIGHTED PRODUCT DALAM
PENYELEKSI PENERIMA BANTUAN BERAS MISKIN DI
DESA DEPOK AMBARKETAWANG","Weighted Product, Sistem Pendukung Keptusan, perancangan
perhitungan, bantuan beras bersubsidi bagi masyarakat miskin"
"PENERAPAN METODE PROFILE MATCHING DALAM SISTEM
PENDUKUNG KEPUTUSAN PEMBERIAN KREDIT PADA
PERUSAHAAN LEASING","SPK , Profile Matching, Lembaga Pembiayaan , Kriteria, Gap"
"PEMILIHAN KETUA ORGANISASI IPMKNY (IKATAN PELAJAR
MAHASISWA KABUPATEN NATUNA YOGYAKARTA) BERBASIS
WEB MENGGUNAKAN METODE FUZZY TSUKAMOTO","SPK, Fuzzy Tsukamoto, Organisasi"
"PENERAPAN METODE SIMPLE MULTI ATTRIBUTE RATING
TECHNIQUE EXPLOITING RANK (SMARTER) PADA SISTEM 
PENDUKUNG KEPUTUSAN SELEKSI CALON 
PENGURUS OSIS BERBASIS WEBSITE 
(STUDI KASUS SMK NEGERI 1 REMBANG)","Sistem Pendukung Keputusan, Simple Multi Attribute Rating 
Technique Exploiting Ranks (SMARTER), Rank Order Centroid (ROC)"
"SISTEM PENDUKUNG KEPUTUSAN UNTUK PEMILIHAN KAMERA DSLR
MENGGUNAKAN ALGORITMA ELECTRE (ELIMINATION ET CHOIX
TRADUISANT LA REALITE) DI ICAMERA JOGJA","Sistem Pendukung Keputusan, Kamera DSLR, Algoritma ELECTRE."
"IMPLEMENTASI WEIGHTED PRODUCT (WP) PADA
PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN
TEMPAT KOST MAHASISWA AMIKOM YOGYAKARTA
BERBASIS WEBSITE","Sistem Pendukung Keputusan, Tempat Kost, Weighted Product, Decision Support System, Boarding House"
"PENERAPAN ALGORITMA FUZZY DALAM PERANCANGAN SISTEM
PENDUKUNG KEPUTUSAN PENERIMAAN PEGAWAI 
CV MEDIKA BUWANA INFORMATIKA
(Studi Kasus : CV. Medika Buwana Informatika)","Human Resource Development, Sistem Pendukung Keputusan,
Fuzzy Tsukamoto"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN MOTOR 
BEKAS MENGGUNAKAN METODE SIMPLE
ADDITIVE WEIGHTING (SAW)","Sistem pendukung keputusan, Simple Additive Weighting, sepeda
motor"
"PENERAPAN METODE SIMPLE MULTI ATTRIBUTE RATING
TECHNIQUE (SMART) PADA SISTEM PENUNJANG KEPUTUSAN
BERBASIS WEBSITE (STUDI KASUS SELEKSI CALON PANITIA
FESTIVAL KESENIAN DAN KEBUDAYAAN CILACAP)","sistem penunjang keputusan, sistem pendukung keputusan, Simple
Multi Attribute Rating Technique, SMART, panitia"
"IMPLEMENTASI ALGORITMA C4.5 UNTUK MENENTUKAN
PENERIMA BEASISWA DI SMK NEGERI 1 BENGKULU SELATAN","Klasifikasi, Algoritma C4.5, Beasiswa, Classification, C4.5 Algorithm, Scholarship"
"PERANCANGAN SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN
SISWA BERPRESTASI PADA SMP SAINS AL-QUR’AN YOGYAKARTA
MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS
(AHP)","Sistem Pendukung Keputusan, SPK, Analytical Hierarchy
Process, AHP, Pemilihan Siswa Berprestasi, Decision Support System, DSS, Best Student Selection"
"IMPLEMENTASI METODE WEIGHTED PRODUCT PADA SISTEM
REKOMENDASI PEMILIHAN MONITOR KOMPUTER","Monitor, Metode Weighted Product, Sistem Pendukung Keputusan,
Sistem Rekomendasi"
"SISTEM PENDUKUNG KEPUTUSAN PENERIMA BANTUAN SOSIAL
BAGI KELUARGA MISKIN MENGGUNAKAN METODE SIMPLE
ADDITIVE WEIGHTING (SAW) BERBASIS WEB
(STUDI KASUS : KELURAHAN KALITIRTO)","Sistem Pendukung Keputusan, Simple Additive Weighting, Keluarga
Miskin, Bantuan Sosial"
"SISTEM PENDUKUNG KEPUTUSAN PENENTUAN GRADE UNTUK
MENENTUKAN TIER MOONTON STUDENT LEADER
MENGGUNAKAN FORWARD CHAINING 
BERBASIS WEB","Moonton Student Leader, Mobile Legends, Forward Chaining, Web"
"PENERAPAN ALGORITMA WEIGHTED PRODUCT PADA SISTEM
PENUNJANG KEPUTUSAN UNTUK PEMILIHAN NOTEBOOK
BERBASI WEB","Weighted Product, Processor, VGA, Harddisk, RAM"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN INTERIOR
DEKORASI RUANGAN MENGGUNAKAN 
METODE ANALYTICAL HIERARCHY PROCESS (AHP)
DI UD. ISTIQOMAH FURNITURE","Analytical Hierarchy Process (AHP), Sistem
Pendukung Keputusan (SPK)."
"IMPLEMENTASI METODE SAW (SIMPLE ADDITIVE WEIGHTING)
UNTUK PEMILIHAN LAPTOP PADA SISTEM PENDUKUNG
KEPUTUSAN BERBASIS WEBSITE PADA
SJ KOMPUTER","Laptop, Sistem Pendukung Keputusan, Metode SAW (Simple
Addictive Weighhting), Decision Support System"
PENERAPAN ALGORITMA C4.5 DALAM PENERIMAAN CALON MAHASISWA BARU DI SMPIT AL AULIYA BALIKPAPAN BERBASIS WEBSITE,"decision tree, algortima C4.5"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KOS
MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS
(AHP)","AHP, Analytical Hierarchy Process, Sistem Pendukung Keputusan ,
Laravel, PHP"
"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN JURUSANBERBASIS WEB PADA SMK NEGERI 1 CEPU
MENGGUNAKAN METODE FUZZY","Sistem Pendukung Keputusan, Pemilihan Jurusan, Metode Fuzzy."
"PENERAPAN ALGORITMA WEIGHTED PRODUCT UNTUK
APLIKASI PENENTU EVEKTIVITAS HARIAN “SEKO”
BERBASIS XAMARIN IOS","pola hidup sehat, weighted product, sistem pendukung keputusan"
"IMPLEMENTASI DAN ANALISIS ALGORITME RABIN
KARP UNTUK PENGECEKAN JAWABAN SOAL ESSAY
BERBASIS ANDROID","Rabin-Karp, esai, text preprocessing, dice coefficient"
"PERANCANGAN DAN PEMBUATAN IKLAN
CHICKENPEDIA YOGYAKARTA","Iklan, Media Promosi, Chickenpedia"
"PERANCANGAN DAN PEMBUATAN IKLAN TELEVISI KEDAI
MONGONDOW YOGYAKARTA","Iklan, Media Promosi, Kedai Mongondow"
"PERANCANGAN DAN PEMBUATAN IKLAN UNTUK TALENTA VOICE
& MUSIC COURSE MAGELANG JAWA TENGAH","Iklan, Video, Audio"
"PEMBUATAN IKLAN PADA 7PM COFFEE MENGGUNAKAN TEKNIK
MOTION TRACKING DAN LIVE SHOOT SEBAGAI MEDIA PROMOSI","Video Iklan Instagram, Motion Tracking, periklanan"
"PEMBUATAN VIDEO IKLAN OMAH UNDANGAN DENGAN METODE
LIVE SHOOT DAN VISUAL EFFECT SEBAGAI MEDIA PROMOSI","Video Iklan, Undangan, Media Promosi"
PERANCANGAN VIDEO PROMOSI PADA HAPPY DAY TOUR MENGGUNAKAN TEKNIK TIME REMAPPING LIVE SHOOT,"Multimedia, Video Iklan , Time remapping live shot."
"PERANCANGAN DAN PEMBUATAN VIDEO IKLAN TV “AYO NGOPI
SORE” WANDE KOPI YOGYAKARTA","Iklan Televisi, Sore, Wande Kopi"
"PENERAPAN TEKNIK LIVESHOOT DAN MOTION GRAPHIC UNTUK
PEMBUATAN IKLAN CAFÉ ANGOP","Teknik Liveshoot, Teknik Motion Graphic, Iklan, Ketertarikan"
"PEMBUATAN VIDEO IKLAN SEBAGAI MEDIA PROMOSI PADA
MITULUNGI COFFE YOGYAKARTA DENGAN TEKNIK
LIVE SHOOT DAN B-ROLL","Periklanan, Live Shoot, B-Roll, Kopi"
"PERANCANGAN DAN PEMBUATAN VIDEO IKLAN SEBAGAI MEDIA
PROMOSI PADA NEPA MOUNTAIN BOOK & COFFEE 
(Studi Kasus: Nepa Mountain Book & Coffee)","Media Informasi, Periklanan, Media Promosi, Nepa Mountain Book &
Coffee"
"PEMBUATAN IKLAN PADA CAFÉ LOR SAWAH 
MENGGUNAKAN TEKNIK B-ROLL","Periklanan, Live Shoot, B-roll"
"PEMBUATAN IKLAN DIRTY HOUSE  MENGGUNAKAN
TEKNIK LIVE SHOOT DAN 
MOTION TRACKING","Video, Media Promosi, Promotional"
"ANIMASI IKLAN LAYANAN MASYARAKAT ETIKA DAN TERTIB
BERLALU LINTAS PADA DISHUB SRAGEN","Animasi, Iklan Layanan Masyarakat, Etika Berlalu Lintas, Media
Sosialisasi"
PEMBUATAN VIDEO IKLAN INSTAGRAM PADA KONCODOLANID,"KoncoDolanID, Video Media Promosi, Multimedia, Animasi 2D"
"PERANCANGAN DAN PEMBUATAN IKLAN WISHBONE CLOTH
DENGAN MENGGUNAKAN UNSUR LIVE SHOOT DAN
2D FRAME BY FRAME UNTUK MEDIA PROMOSI","Iklan, Animasi, Wishbone cloth"
"PEMANFAATAN ANIMASI 2D SEBAGAI MEDIA PROMOSI
UNTUK MENARIK CALON SISWA BARU PADA GLOBAL
ISLAMIC SCHOOL 3 D.I YOGYAKARTA","Media Promosi, Motion Grafik, Animasi 2d"
"PERANCANGAN IKLAN TELEVISI DENGAN METODE KINETIK
TYPOGRAFI DAN MOTION GRAPHIC PADA VAPE HOUSE
YOGYAKARTA","Multimedia, Advertising, Televisi, Yogyakarta."
"PEMBUATAN VIDEO PROMOSI OKSIGEN COFFEE MENGGUNAKAN
METODE MOTION GRAPHIC DAN LIVE SHOOT","Promosi, Oksigen Coffee, Adobe After Effects, Adobe Premaiere,
Video, Komputer"
"PERANCANGAN DAN PEMBUATAN VIDEO IKLAN PADA “COFFEE
VAN JOGJA” DENGAN  TEKNIK LIVE SHOOT DAN MOTION
GRAPHIC","Coffee Van Jogja, Teknik Live Shoot, Iklan"
"PERANCANGAN DAN PEMBUATAN VIDEO IKLAN PADA
“WISUDAHIN” DENGAN  TEKNIK LIVE SHOOT DAN MOTION
GRAPHIC","Wisudahin, Liveshoot, Motion Graphic, Iklan, Liveshoot, Motion Graphic, Advertisement"
"PEMBUATAN VIDEO PROMOSI WARUNG FIESTO “SAHABAT
MAHASISWA” MENGGUNAKAN TEKNIK LIVE SHOOT DAN
MOTION GRAPHIC","Iklan, Promosi, Video, Warung Fiesto"
"PERANCANGAN VIDEO IKLAN BRAND ALLAVE APPAREL
SEBAGAI MEDIA PROMOSI DENGAN MENGGUNAKAN
TEKNIK LIVE SHOOT DAN MOTION GRAPHIC","Video Iklan, promosi, Allave Apparel, Live Shoot, Motion Graphic, Video Advertising, promotion, Allave Apparel, Live Shoot, Motion
Graphic"
